Age,Height,Weight,Sex
14.0,170.0,60.0,0
21.0,173.0,65.0,0
25.0,173.0,65.0,0
24.0,168.0,56.0,0
26.0,187.0,76.0,1
26.0,179.0,88.0,1
28.0,179.0,88.0,1
27.0,179.0,80.0,1
24.0,160.0,62.0,1
23.0,154.0,46.0,0
19.0,186.0,75.0,1
16.0,168.0,61.0,0
28.0,170.0,55.0,0
30.0,182.0,110.0,1
21.0,170.0,69.0,0
39.0,180.0,72.0,1
30.0,175.0,110.0,1
21.0,195.0,95.0,1
19.0,191.0,88.0,1
27.0,183.0,70.0,1
31.0,183.0,70.0,1
23.0,177.0,72.0,0
31.0,177.0,72.0,0
22.0,190.0,83.0,1
29.0,190.0,83.0,1
30.0,190.0,83.0,1
34.0,190.0,83.0,1
21.0,168.0,49.0,1
25.0,168.0,49.0,1
26.0,179.0,72.0,1
22.0,193.0,88.0,1
34.0,175.0,62.0,0
21.0,178.0,76.0,1
20.0,162.0,59.0,0
24.0,162.0,59.0,0
28.0,162.0,59.0,0
30.0,180.0,79.0,1
30.0,186.0,70.0,0
17.0,190.0,84.0,1
24.0,175.0,68.0,0
20.0,183.0,70.0,0
24.0,183.0,70.0,0
28.0,183.0,70.0,0
32.0,183.0,70.0,0
16.0,171.0,62.0,1
23.0,191.0,68.0,1
29.0,174.0,74.0,1
18.0,172.0,58.0,0
34.0,178.0,68.0,1
21.0,187.0,90.0,1
22.0,189.0,88.0,1
26.0,189.0,88.0,1
30.0,189.0,88.0,1
18.0,179.0,59.0,0
19.0,183.0,68.0,0
24.0,208.0,104.0,1
23.0,169.0,57.0,1
22.0,165.0,63.0,0
22.0,186.0,79.0,1
25.0,197.0,87.0,1
28.0,187.0,84.0,1
25.0,196.0,96.0,1
29.0,196.0,96.0,1
19.0,193.0,82.0,0
30.0,170.0,57.0,0
34.0,170.0,57.0,0
26.0,190.0,86.0,1
30.0,190.0,86.0,1
34.0,190.0,86.0,1
26.0,184.0,92.0,1
15.0,166.0,60.0,0
26.0,176.0,64.0,0
30.0,176.0,64.0,0
22.0,192.0,84.0,1
18.0,172.0,60.0,0
22.0,172.0,60.0,0
27.0,183.0,85.0,1
24.0,185.0,68.0,1
24.0,176.0,69.0,1
22.0,178.0,82.0,0
26.0,178.0,82.0,0
22.0,172.0,64.0,1
19.0,188.0,81.0,1
20.0,155.0,54.0,1
22.0,194.0,96.0,1
20.0,185.0,76.0,0
19.0,160.0,63.0,1
30.0,176.0,80.0,1
50.0,176.0,80.0,1
18.0,159.0,48.0,0
26.0,178.0,83.0,1
21.0,187.0,74.0,1
25.0,187.0,74.0,1
25.0,164.0,59.0,0
29.0,164.0,59.0,0
22.0,189.0,66.0,1
26.0,189.0,66.0,1
26.0,178.0,54.0,1
26.0,180.0,69.0,0
24.0,161.0,64.0,1
28.0,161.0,64.0,1
15.0,170.0,68.0,1
24.0,167.0,58.0,1
35.0,175.0,75.0,1
24.0,193.0,101.0,1
19.0,194.0,81.0,1
22.0,187.0,120.0,1
24.0,165.0,62.0,1
27.0,160.0,46.0,0
27.0,166.0,58.0,0
20.0,169.0,57.0,0
22.0,181.0,68.0,1
22.0,186.0,73.0,1
18.0,169.0,75.0,1
26.0,195.0,91.0,1
28.0,174.0,57.0,0
24.0,159.0,59.0,1
28.0,159.0,59.0,1
16.0,173.0,61.0,0
20.0,166.0,60.0,1
24.0,166.0,60.0,1
31.0,190.0,98.0,1
15.0,165.0,49.0,0
22.0,184.0,82.0,1
19.0,163.0,51.0,1
21.0,188.0,86.0,1
20.0,202.0,93.0,1
24.0,202.0,93.0,1
33.0,170.0,64.0,1
30.0,176.0,72.0,1
32.0,176.0,72.0,1
18.0,175.0,71.0,0
22.0,175.0,71.0,0
26.0,175.0,71.0,0
30.0,175.0,71.0,0
23.0,170.0,62.0,0
32.0,186.0,90.0,1
27.0,179.0,67.0,1
30.0,185.0,80.0,1
28.0,165.0,75.0,0
32.0,165.0,75.0,0
25.0,190.0,74.0,1
34.0,185.0,80.0,1
38.0,185.0,80.0,1
29.0,157.0,46.0,0
17.0,165.0,65.0,1
22.0,181.0,68.0,0
21.0,178.0,120.0,1
25.0,178.0,120.0,1
25.0,169.0,54.0,1
17.0,177.0,74.0,1
23.0,167.0,56.0,0
27.0,167.0,56.0,0
26.0,166.0,48.0,0
22.0,173.0,64.0,0
22.0,178.0,58.0,0
23.0,193.0,81.0,1
25.0,174.0,71.0,1
20.0,177.0,78.0,1
28.0,177.0,78.0,1
30.0,187.0,74.0,1
26.0,179.0,81.0,1
24.0,175.0,77.0,1
25.0,175.0,77.0,1
28.0,196.0,98.0,1
17.0,171.0,72.0,1
25.0,171.0,72.0,1
31.0,170.0,75.0,1
16.0,160.0,54.0,0
28.0,187.0,74.0,0
32.0,187.0,74.0,0
24.0,188.0,85.0,1
22.0,170.0,73.0,0
24.0,187.0,82.0,1
29.0,187.0,82.0,1
32.0,187.0,82.0,1
27.0,182.0,64.0,1
22.0,178.0,81.0,1
27.0,165.0,48.0,1
31.0,165.0,48.0,1
46.0,181.0,75.0,1
58.0,181.0,75.0,1
23.0,176.0,61.0,0
25.0,163.0,67.0,0
22.0,180.0,74.0,1
22.0,173.0,69.0,0
20.0,175.0,64.0,1
21.0,165.0,61.0,0
28.0,201.0,92.0,1
32.0,201.0,92.0,1
24.0,192.0,87.0,1
23.0,166.0,60.0,0
21.0,168.0,54.0,1
28.0,200.0,90.0,1
41.0,177.0,73.0,1
45.0,177.0,73.0,1
17.0,155.0,55.0,0
25.0,165.0,52.0,1
25.0,176.0,73.0,1
25.0,183.0,71.0,1
23.0,172.0,57.0,1
22.0,185.0,87.0,1
26.0,185.0,87.0,1
26.0,176.0,96.0,1
23.0,179.0,70.0,1
27.0,179.0,70.0,1
25.0,175.0,69.0,0
29.0,175.0,69.0,0
21.0,166.0,51.0,0
28.0,169.0,65.0,1
24.0,187.0,68.0,1
28.0,187.0,68.0,1
19.0,172.0,70.0,1
22.0,178.0,62.0,1
17.0,176.0,64.0,0
21.0,176.0,64.0,0
28.0,187.0,116.0,1
32.0,187.0,116.0,1
36.0,187.0,116.0,1
20.0,173.0,57.0,0
28.0,173.0,57.0,0
27.0,176.0,73.0,1
30.0,176.0,73.0,1
24.0,185.0,72.0,1
28.0,185.0,72.0,1
32.0,185.0,72.0,1
20.0,196.0,88.0,1
26.0,159.0,45.0,0
28.0,180.0,64.0,1
20.0,170.0,72.0,1
25.0,170.0,54.0,1
30.0,180.0,68.0,1
28.0,162.0,51.0,1
20.0,158.0,49.0,0
24.0,158.0,49.0,0
28.0,158.0,49.0,0
25.0,183.0,91.0,1
29.0,183.0,91.0,1
17.0,169.0,63.0,0
21.0,169.0,63.0,0
26.0,171.0,61.0,0
35.0,177.0,95.0,1
22.0,193.0,79.0,1
17.0,153.0,50.0,0
21.0,155.0,50.0,0
27.0,176.0,60.0,1
29.0,187.0,87.0,1
20.0,186.0,103.0,1
28.0,186.0,103.0,1
33.0,186.0,103.0,1
36.0,186.0,103.0,1
40.0,186.0,103.0,1
18.0,173.0,54.0,1
25.0,166.0,55.0,1
41.0,184.0,74.0,1
30.0,170.0,58.0,1
21.0,189.0,90.0,1
22.0,175.0,79.0,1
26.0,167.0,60.0,0
21.0,175.0,79.0,1
21.0,160.0,57.0,1
29.0,160.0,57.0,1
22.0,193.0,118.0,1
26.0,193.0,118.0,1
26.0,193.0,89.0,1
21.0,186.0,79.0,1
24.0,181.0,77.0,1
28.0,181.0,77.0,1
32.0,181.0,77.0,1
22.0,184.0,89.0,1
30.0,184.0,89.0,1
26.0,169.0,56.0,0
29.0,175.0,58.0,1
19.0,164.0,50.0,1
29.0,175.0,72.0,0
17.0,177.0,60.0,0
23.0,187.0,75.0,0
26.0,163.0,53.0,0
20.0,190.0,72.0,1
27.0,190.0,72.0,1
23.0,190.0,92.0,1
27.0,190.0,92.0,1
20.0,171.0,67.0,0
24.0,171.0,67.0,0
24.0,215.0,108.0,1
21.0,182.0,88.0,1
23.0,198.0,98.0,1
29.0,164.0,68.0,1
20.0,164.0,63.0,1
25.0,191.0,88.0,1
33.0,180.0,74.0,1
24.0,188.0,77.0,1
20.0,167.0,72.0,1
24.0,167.0,72.0,1
19.0,188.0,86.0,1
35.0,188.0,86.0,1
21.0,146.0,48.0,0
23.0,170.0,74.0,1
26.0,185.0,69.0,1
28.0,178.0,69.0,1
20.0,169.0,59.0,1
24.0,169.0,59.0,1
28.0,169.0,59.0,1
21.0,171.0,60.0,1
25.0,186.0,77.0,1
24.0,168.0,58.0,1
35.0,180.0,70.0,1
21.0,177.0,78.0,1
37.0,180.0,72.0,1
20.0,182.0,67.0,1
22.0,177.0,72.0,1
18.0,163.0,59.0,0
27.0,196.0,100.0,1
31.0,196.0,100.0,1
20.0,163.0,58.0,0
24.0,163.0,58.0,0
28.0,163.0,58.0,0
35.0,172.0,84.0,1
39.0,172.0,84.0,1
15.0,165.0,62.0,0
19.0,165.0,62.0,0
27.0,184.0,72.0,0
31.0,184.0,72.0,0
24.0,196.0,92.0,1
27.0,185.0,84.0,1
22.0,193.0,95.0,1
33.0,185.0,100.0,1
29.0,180.0,77.0,1
31.0,168.0,75.0,1
35.0,168.0,75.0,1
27.0,180.0,78.0,1
26.0,170.0,54.0,1
25.0,187.0,87.0,1
32.0,180.0,71.0,1
36.0,180.0,71.0,1
22.0,185.0,90.0,1
30.0,185.0,90.0,1
17.0,196.0,74.0,1
21.0,196.0,74.0,1
25.0,196.0,74.0,1
29.0,196.0,74.0,1
33.0,196.0,74.0,1
22.0,189.0,83.0,1
25.0,170.0,92.0,1
22.0,202.0,95.0,1
34.0,202.0,95.0,1
22.0,210.0,105.0,1
20.0,190.0,73.0,1
22.0,172.0,70.0,0
25.0,186.0,60.0,1
21.0,195.0,99.0,1
22.0,172.0,56.0,0
26.0,167.0,67.0,0
25.0,157.0,50.0,0
29.0,178.0,69.0,1
17.0,170.0,75.0,0
22.0,170.0,75.0,0
25.0,170.0,75.0,0
33.0,170.0,75.0,0
25.0,175.0,58.0,0
28.0,191.0,89.0,1
20.0,155.0,63.0,0
29.0,165.0,57.0,0
21.0,188.0,90.0,0
25.0,188.0,90.0,0
29.0,188.0,90.0,0
21.0,194.0,93.0,1
25.0,194.0,93.0,1
24.0,175.0,53.0,1
26.0,162.0,63.0,0
33.0,172.0,64.0,0
19.0,190.0,95.0,1
18.0,174.0,63.0,0
22.0,174.0,63.0,0
35.0,183.0,70.0,1
26.0,170.0,87.0,1
30.0,170.0,87.0,1
34.0,170.0,87.0,1
24.0,172.0,55.0,0
23.0,164.0,51.0,0
27.0,164.0,51.0,0
31.0,164.0,51.0,0
27.0,172.0,67.0,0
31.0,172.0,67.0,0
35.0,172.0,67.0,0
25.0,172.0,67.0,1
21.0,175.0,98.0,0
25.0,175.0,98.0,0
29.0,175.0,98.0,0
23.0,184.0,85.0,1
30.0,183.0,120.0,1
17.0,164.0,47.0,0
22.0,176.0,64.0,0
34.0,176.0,64.0,0
25.0,167.0,67.0,0
24.0,159.0,60.0,0
19.0,186.0,90.0,1
23.0,186.0,90.0,1
21.0,159.0,69.0,1
24.0,171.0,59.0,0
28.0,171.0,59.0,0
32.0,171.0,59.0,0
20.0,185.0,80.0,0
24.0,185.0,80.0,0
26.0,178.0,71.0,0
32.0,185.0,79.0,1
30.0,162.0,56.0,1
22.0,174.0,58.0,1
25.0,180.0,79.0,1
19.0,183.0,86.0,1
22.0,200.0,93.0,1
26.0,191.0,95.0,1
28.0,167.0,73.0,0
22.0,191.0,92.0,1
32.0,170.0,57.0,1
18.0,183.0,69.0,1
22.0,183.0,69.0,1
22.0,188.0,81.0,1
23.0,170.0,58.0,0
19.0,174.0,80.0,1
23.0,174.0,80.0,1
16.0,162.0,52.0,0
31.0,184.0,72.0,1
24.0,180.0,63.0,0
28.0,180.0,63.0,0
32.0,180.0,63.0,0
36.0,180.0,63.0,0
33.0,180.0,86.0,1
29.0,171.0,78.0,1
17.0,168.0,57.0,0
35.0,182.0,82.0,1
30.0,160.0,60.0,0
30.0,186.0,85.0,1
17.0,170.0,78.0,1
15.0,176.0,95.0,1
19.0,176.0,95.0,1
23.0,176.0,95.0,1
31.0,176.0,95.0,1
35.0,176.0,95.0,1
39.0,176.0,95.0,1
51.0,176.0,95.0,1
31.0,167.0,71.0,1
23.0,177.0,71.0,1
22.0,173.0,77.0,0
27.0,201.0,107.0,1
25.0,186.0,78.0,1
31.0,172.0,98.0,0
35.0,172.0,98.0,0
20.0,168.0,48.0,1
24.0,168.0,48.0,1
21.0,173.0,90.0,0
29.0,173.0,90.0,0
28.0,180.0,75.0,0
31.0,178.0,69.0,1
25.0,173.0,72.0,1
25.0,176.0,84.0,1
16.0,176.0,57.0,0
31.0,180.0,87.0,1
35.0,180.0,87.0,1
29.0,178.0,77.0,0
37.0,178.0,77.0,0
26.0,158.0,50.0,0
28.0,158.0,50.0,0
32.0,158.0,50.0,0
26.0,185.0,89.0,1
24.0,186.0,90.0,1
28.0,186.0,90.0,1
36.0,186.0,90.0,1
21.0,185.0,77.0,1
25.0,185.0,77.0,1
25.0,171.0,63.0,1
29.0,171.0,63.0,1
33.0,171.0,63.0,1
19.0,182.0,76.0,1
23.0,182.0,76.0,1
27.0,182.0,76.0,1
18.0,171.0,57.0,0
29.0,160.0,52.0,1
18.0,192.0,78.0,1
20.0,179.0,65.0,1
23.0,187.0,68.0,1
27.0,187.0,68.0,1
24.0,174.0,70.0,0
36.0,183.0,73.0,1
14.0,162.0,50.0,0
29.0,200.0,100.0,1
15.0,161.0,53.0,0
23.0,189.0,88.0,1
27.0,189.0,88.0,1
31.0,189.0,88.0,1
35.0,189.0,88.0,1
26.0,165.0,67.0,1
23.0,190.0,125.0,1
26.0,193.0,76.0,1
34.0,193.0,76.0,1
21.0,193.0,81.0,1
25.0,193.0,81.0,1
29.0,193.0,81.0,1
22.0,197.0,94.0,1
25.0,197.0,94.0,1
29.0,197.0,94.0,1
34.0,197.0,94.0,1
34.0,180.0,78.0,1
31.0,178.0,68.0,1
26.0,163.0,62.0,0
25.0,177.0,79.0,1
40.0,177.0,79.0,1
28.0,155.0,54.0,0
18.0,180.0,70.0,1
28.0,168.0,63.0,1
28.0,186.0,124.0,1
20.0,185.0,68.0,0
20.0,178.0,80.0,1
24.0,178.0,80.0,1
28.0,178.0,80.0,1
28.0,173.0,73.0,1
23.0,183.0,116.5,1
31.0,183.0,116.5,1
29.0,183.0,61.0,0
24.0,186.0,75.0,1
25.0,170.0,68.0,0
29.0,170.0,68.0,0
24.0,178.0,74.0,0
28.0,178.0,74.0,0
23.0,178.0,79.0,1
27.0,185.0,64.0,0
19.0,163.0,57.0,0
21.0,208.0,106.0,1
15.0,158.0,48.0,0
19.0,158.0,48.0,0
22.0,180.0,95.0,1
26.0,180.0,95.0,1
19.0,209.0,120.0,1
23.0,209.0,120.0,1
27.0,209.0,120.0,1
31.0,209.0,120.0,1
42.0,174.0,80.0,1
46.0,174.0,80.0,1
29.0,185.0,86.0,1
17.0,155.0,56.0,0
39.0,175.0,75.0,1
22.0,166.0,62.0,1
26.0,166.0,62.0,1
27.0,184.0,76.0,0
24.0,180.0,58.0,1
17.0,160.0,59.0,0
25.0,190.0,89.0,1
32.0,165.0,57.0,0
34.0,185.0,84.0,1
22.0,185.0,66.0,1
28.0,185.0,81.0,1
25.0,178.0,71.0,0
26.0,170.0,71.0,1
23.0,188.0,135.0,1
27.0,188.0,135.0,1
39.0,180.0,83.0,1
43.0,180.0,83.0,1
25.0,189.0,91.0,1
28.0,178.0,60.0,1
21.0,187.0,91.0,1
26.0,169.0,60.0,0
23.0,190.0,89.0,1
20.0,196.0,82.0,0
24.0,196.0,82.0,0
28.0,196.0,82.0,0
27.0,180.0,69.0,0
27.0,174.0,62.0,1
26.0,185.0,73.0,1
30.0,185.0,73.0,1
34.0,185.0,73.0,1
21.0,163.0,61.0,0
23.0,175.0,78.0,1
23.0,178.0,82.0,1
27.0,178.0,82.0,1
29.0,188.0,73.0,0
30.0,170.0,68.0,0
31.0,178.0,75.0,1
27.0,178.0,65.0,0
29.0,175.0,77.0,1
33.0,175.0,77.0,1
24.0,161.0,51.0,0
28.0,161.0,51.0,0
19.0,176.0,75.0,1
22.0,180.0,79.0,0
26.0,164.0,50.0,0
30.0,164.0,50.0,0
25.0,195.0,93.0,1
29.0,195.0,93.0,1
25.0,173.0,60.0,0
23.0,193.0,84.0,1
21.0,167.0,64.0,0
20.0,169.0,53.0,0
27.0,176.0,66.0,1
31.0,176.0,66.0,1
19.0,172.0,52.0,0
34.0,191.0,90.0,1
16.0,190.0,75.0,1
25.0,186.0,85.0,0
28.0,186.0,85.0,0
32.0,186.0,85.0,0
37.0,186.0,85.0,0
21.0,187.0,82.0,1
25.0,187.0,82.0,1
18.0,168.0,53.0,0
22.0,168.0,53.0,0
21.0,167.0,48.0,0
25.0,167.0,48.0,0
29.0,167.0,48.0,0
22.0,195.0,98.0,1
26.0,195.0,98.0,1
26.0,183.0,86.0,1
30.0,183.0,86.0,1
32.0,162.0,58.0,1
28.0,165.0,62.0,1
35.0,174.0,72.0,1
21.0,175.0,60.0,1
31.0,178.0,77.0,1
31.0,182.0,66.0,1
20.0,178.0,70.0,0
20.0,183.0,83.0,1
21.0,199.0,110.0,1
21.0,171.0,71.0,0
36.0,168.0,62.0,1
40.0,168.0,62.0,1
18.0,163.0,65.0,0
22.0,163.0,65.0,0
26.0,163.0,65.0,0
30.0,163.0,65.0,0
27.0,188.0,103.0,1
25.0,174.0,58.0,1
29.0,174.0,58.0,1
33.0,174.0,58.0,1
19.0,172.0,70.0,0
31.0,180.0,76.0,1
34.0,180.0,64.0,1
26.0,170.0,68.0,0
22.0,200.0,92.0,1
27.0,179.0,61.0,1
28.0,188.0,85.0,1
26.0,171.0,64.0,1
20.0,181.0,69.0,1
18.0,198.0,91.0,1
23.0,184.0,65.0,1
28.0,184.0,65.0,1
31.0,184.0,65.0,1
21.0,173.0,71.0,1
25.0,182.0,74.0,0
23.0,204.0,90.0,1
17.0,150.0,44.0,0
21.0,150.0,44.0,0
23.0,150.0,44.0,0
23.0,180.0,99.0,1
26.0,180.0,99.0,1
27.0,176.0,94.0,1
21.0,181.0,68.0,1
20.0,185.0,77.0,1
24.0,202.0,88.0,1
24.0,201.0,87.0,1
25.0,176.0,90.0,1
29.0,176.0,90.0,1
36.0,172.0,65.0,0
29.0,173.0,75.0,1
33.0,173.0,75.0,1
28.0,173.0,63.0,1
34.0,183.0,75.0,1
23.0,177.0,64.0,1
27.0,177.0,64.0,1
28.0,177.0,80.0,1
24.0,196.0,148.0,1
21.0,170.0,68.0,0
36.0,178.0,128.0,1
40.0,178.0,128.0,1
22.0,202.0,104.0,1
26.0,202.0,104.0,1
20.0,186.0,81.0,1
25.0,187.0,90.0,1
25.0,197.0,85.0,1
42.0,179.0,83.0,1
46.0,179.0,83.0,1
26.0,183.0,64.0,1
19.0,174.0,65.0,0
23.0,174.0,65.0,0
27.0,174.0,65.0,0
31.0,174.0,65.0,0
35.0,174.0,65.0,0
24.0,174.0,79.0,1
28.0,174.0,79.0,1
49.0,174.0,65.0,1
53.0,174.0,65.0,1
57.0,174.0,65.0,1
21.0,181.0,83.0,0
24.0,199.0,88.0,1
28.0,199.0,88.0,1
30.0,174.0,64.0,1
22.0,168.0,72.0,1
35.0,168.0,72.0,1
24.0,173.0,63.0,0
36.0,173.0,63.0,0
25.0,160.0,49.0,0
25.0,163.0,62.0,1
25.0,163.0,45.0,0
24.0,176.0,80.0,1
35.0,178.0,65.0,1
30.0,167.0,70.0,0
34.0,167.0,70.0,0
23.0,203.0,90.0,1
27.0,203.0,90.0,1
29.0,182.0,70.0,1
24.0,186.0,93.0,0
28.0,204.0,108.0,1
19.0,161.0,50.0,0
22.0,177.0,53.0,1
26.0,177.0,53.0,1
26.0,171.0,70.0,0
26.0,188.0,85.0,1
42.0,177.0,65.0,1
20.0,175.0,63.0,1
26.0,201.0,116.0,1
29.0,177.0,71.0,1
33.0,177.0,71.0,1
37.0,177.0,71.0,1
41.0,177.0,71.0,1
22.0,177.0,72.0,0
33.0,168.0,64.0,1
22.0,155.0,56.0,1
28.0,176.0,65.0,1
37.0,177.0,72.0,1
23.0,175.0,68.0,0
27.0,175.0,68.0,0
31.0,175.0,68.0,0
35.0,175.0,61.0,0
20.0,174.0,51.0,1
25.0,196.0,107.0,1
30.0,176.0,60.0,1
37.0,175.0,73.0,0
49.0,175.0,73.0,0
20.0,166.0,64.0,1
24.0,166.0,64.0,1
19.0,200.0,95.0,1
19.0,180.0,73.0,0
21.0,183.0,83.0,1
23.0,195.0,92.0,1
25.0,167.0,63.0,0
29.0,167.0,63.0,0
26.0,180.0,90.0,1
22.0,167.0,68.0,1
26.0,167.0,68.0,1
29.0,169.0,63.0,1
18.0,169.0,57.0,0
22.0,169.0,57.0,0
25.0,170.0,62.0,0
30.0,175.0,60.0,1
26.0,191.0,125.0,1
22.0,163.0,55.0,1
32.0,172.0,60.0,1
32.0,170.0,61.0,0
30.0,171.0,68.0,1
21.0,176.0,72.0,0
21.0,190.0,67.0,1
36.0,172.0,68.0,1
17.0,185.0,78.0,1
29.0,185.0,78.0,1
28.0,177.0,69.0,1
17.0,161.0,45.0,0
27.0,188.0,114.0,1
22.0,177.0,65.0,0
31.0,158.0,48.0,0
21.0,174.0,58.0,0
25.0,174.0,58.0,0
31.0,162.0,51.0,0
23.0,176.0,67.0,1
18.0,185.0,69.0,0
24.0,192.0,92.0,1
28.0,192.0,92.0,1
29.0,180.0,81.0,1
26.0,193.0,88.0,1
30.0,193.0,88.0,1
34.0,193.0,88.0,1
17.0,154.0,43.0,0
21.0,154.0,43.0,0
24.0,182.0,79.0,1
28.0,182.0,79.0,1
28.0,190.0,80.0,1
28.0,168.0,63.0,0
25.0,164.0,61.0,1
29.0,164.0,61.0,1
27.0,171.0,61.0,0
18.0,187.0,88.0,1
35.0,188.0,79.0,1
39.0,188.0,79.0,1
19.0,178.0,64.0,1
27.0,182.0,68.0,1
20.0,176.0,76.0,1
33.0,175.0,66.0,1
31.0,193.0,90.0,1
40.0,170.0,68.0,1
19.0,176.0,82.0,1
23.0,176.0,82.0,1
24.0,180.0,62.0,1
29.0,170.0,73.0,1
34.0,163.0,63.0,0
38.0,163.0,63.0,0
42.0,163.0,63.0,0
21.0,182.0,79.0,0
21.0,171.0,59.0,0
16.0,168.0,63.0,0
32.0,168.0,63.0,0
28.0,165.0,68.0,0
32.0,165.0,68.0,0
20.0,185.0,70.0,1
32.0,185.0,70.0,1
21.0,162.0,52.0,0
22.0,192.0,86.0,1
25.0,155.0,52.0,0
22.0,191.0,100.0,1
20.0,206.0,100.0,1
33.0,163.0,62.0,0
18.0,175.0,64.0,1
25.0,178.0,79.0,1
29.0,178.0,79.0,1
33.0,178.0,79.0,1
22.0,180.0,78.0,0
25.0,184.0,87.0,1
19.0,173.0,65.0,1
23.0,194.0,92.0,1
27.0,194.0,92.0,1
31.0,194.0,92.0,1
16.0,178.0,64.0,1
25.0,172.0,90.0,1
29.0,172.0,90.0,1
27.0,186.0,90.0,1
31.0,186.0,90.0,1
38.0,176.0,74.0,1
33.0,183.0,75.0,1
23.0,174.0,52.0,0
25.0,174.0,52.0,0
29.0,174.0,52.0,0
27.0,161.0,50.0,0
31.0,161.0,50.0,0
35.0,161.0,50.0,0
18.0,164.0,50.0,0
30.0,168.0,78.0,0
31.0,181.0,72.0,1
35.0,181.0,72.0,1
39.0,181.0,72.0,1
24.0,172.0,64.0,1
15.0,175.0,64.0,0
20.0,178.0,82.0,1
30.0,167.0,66.0,0
34.0,167.0,66.0,0
39.0,184.0,100.0,1
32.0,168.0,62.0,0
21.0,188.0,84.0,1
23.0,190.0,84.0,1
21.0,200.0,97.0,1
25.0,200.0,97.0,1
33.0,200.0,97.0,1
20.0,172.0,71.0,1
24.0,172.0,71.0,1
24.0,183.0,86.0,1
19.0,181.0,73.0,0
23.0,181.0,73.0,0
27.0,181.0,73.0,0
23.0,172.0,61.0,0
23.0,191.0,116.0,1
29.0,172.0,61.0,1
24.0,192.0,90.0,1
33.0,193.0,100.0,1
42.0,169.0,55.0,0
20.0,178.0,57.0,0
24.0,182.0,76.0,0
24.0,183.0,78.0,1
20.0,172.0,69.0,1
29.0,178.0,48.0,0
26.0,182.0,74.0,1
30.0,193.0,84.0,1
23.0,161.0,50.0,0
21.0,162.0,62.0,0
25.0,174.0,71.0,0
29.0,174.0,71.0,0
24.0,188.0,79.0,1
28.0,188.0,79.0,1
19.0,161.0,57.0,0
23.0,161.0,57.0,0
27.0,161.0,57.0,0
26.0,190.0,105.0,1
17.0,174.0,67.0,0
21.0,174.0,67.0,0
19.0,168.0,57.0,0
23.0,168.0,57.0,0
19.0,166.0,48.0,0
31.0,175.0,59.0,0
28.0,182.0,69.0,1
32.0,182.0,69.0,1
31.0,170.0,64.0,1
19.0,189.0,83.0,1
30.0,178.0,83.0,1
20.0,184.0,90.0,1
27.0,185.0,91.0,1
20.0,186.0,77.0,1
40.0,186.0,73.0,1
43.0,186.0,73.0,1
47.0,186.0,73.0,1
27.0,183.0,81.0,1
31.0,183.0,81.0,1
17.0,152.0,39.0,0
27.0,171.0,63.0,0
31.0,171.0,63.0,0
35.0,171.0,63.0,0
18.0,190.0,79.0,1
22.0,190.0,79.0,1
20.0,184.0,70.0,0
24.0,184.0,70.0,0
34.0,182.0,75.0,1
19.0,184.0,79.0,1
38.0,178.0,79.0,1
23.0,187.0,83.0,1
27.0,187.0,83.0,1
19.0,172.0,73.0,1
17.0,176.0,72.0,1
15.0,127.0,42.0,0
26.0,181.0,75.0,1
35.0,185.0,95.0,1
31.0,170.0,68.0,0
35.0,170.0,68.0,0
26.0,180.0,74.0,1
15.0,164.0,54.0,0
20.0,167.0,59.0,0
19.0,180.0,71.0,0
18.0,173.0,70.0,1
28.0,169.0,52.0,0
32.0,169.0,52.0,0
21.0,178.0,74.0,1
22.0,198.0,96.0,1
27.0,198.0,96.0,1
30.0,198.0,96.0,1
25.0,187.0,94.0,1
24.0,165.0,48.0,0
21.0,181.0,80.0,1
23.0,159.0,46.0,0
27.0,159.0,46.0,0
31.0,159.0,46.0,0
29.0,184.0,80.0,1
28.0,158.0,55.0,0
32.0,158.0,55.0,0
36.0,158.0,55.0,0
40.0,158.0,55.0,0
18.0,170.0,57.0,1
23.0,182.0,71.0,1
17.0,170.0,82.0,0
21.0,170.0,82.0,0
25.0,170.0,82.0,0
31.0,172.0,66.0,1
24.0,182.0,76.0,1
20.0,177.0,64.0,0
29.0,191.0,87.0,1
25.0,162.0,51.0,0
25.0,184.0,73.0,0
19.0,174.0,62.0,0
36.0,180.0,68.0,1
36.0,168.0,59.0,0
25.0,185.0,101.0,1
23.0,198.0,91.0,1
26.0,159.0,60.0,0
30.0,159.0,60.0,0
23.0,194.0,88.0,1
30.0,165.0,55.0,0
20.0,183.0,82.0,1
21.0,183.0,90.0,1
25.0,183.0,90.0,1
23.0,169.0,60.0,0
30.0,180.0,50.0,1
25.0,165.0,70.0,1
37.0,188.0,95.0,1
25.0,193.0,91.0,1
26.0,169.0,62.0,1
30.0,169.0,62.0,1
29.0,183.0,85.0,1
28.0,180.0,100.0,1
24.0,177.0,64.0,1
20.0,172.0,68.0,1
24.0,172.0,68.0,1
24.0,189.0,84.0,1
23.0,205.0,104.0,1
28.0,186.0,83.0,1
28.0,185.0,76.0,1
28.0,172.0,68.0,0
25.0,201.0,93.0,1
19.0,176.0,64.0,0
31.0,176.0,64.0,0
22.0,199.0,97.0,1
19.0,196.0,80.0,1
22.0,171.0,62.0,0
23.0,186.0,80.0,0
27.0,186.0,80.0,0
19.0,177.0,70.0,0
21.0,186.0,73.0,1
32.0,172.0,90.0,1
31.0,179.0,77.0,1
