age,balance,duration
51,2604,64
35,2808,221
40,1,84
48,1204,53
47,0,141
56,771,254
55,1580,1007
52,1409,224
38,62,212
52,2800,149
47,989,116
46,1712,110
56,216,77
37,47,374
38,2322,207
41,1,289
53,2774,193
40,2132,143
55,10183,106
47,823,191
42,0,370
54,6449,487
49,98,534
49,563,84
44,1127,118
47,0,284
51,4711,253
46,1120,786
59,0,239
50,1389,162
38,338,219
39,4,185
58,5087,135
41,-378,252
45,9711,416
36,3972,32
46,2441,217
56,411,145
24,691,93
51,1938,61
29,508,262
42,22,246
51,3134,92
53,1319,1318
23,-782,197
47,5735,282
55,2152,922
50,1857,26
48,13501,63
37,0,176
39,2843,585
53,2955,605
20,66,75
38,634,211
36,1352,2028
57,209,453
28,237,498
40,2469,202
40,35,40
50,59,184
55,5109,55
40,0,952
55,868,207
36,0,238
53,828,232
38,207,76
35,23,113
44,17,153
60,652,525
55,179,97
54,3846,216
39,0,142
54,774,290
39,6495,280
52,422,559
46,63,235
51,91,368
56,5310,74
52,1282,148
55,1537,359
44,1669,64
59,1115,834
36,4280,227
42,587,16
57,1070,73
37,796,104
57,461,69
43,1138,65
39,2860,133
56,2558,288
55,0,120
49,3022,38
38,48,43
41,876,78
46,148,166
47,759,30
36,4011,10
36,1923,219
48,-110,164
52,98,148
37,313,11
36,-453,130
51,-267,208
59,1071,140
41,6025,559
57,2020,93
46,626,177
42,241,405
45,-52,202
39,1986,367
55,202,60
36,472,1017
43,1937,385
48,3062,237
53,76,237
28,593,202
28,182,153
25,722,172
38,2674,163
51,2843,97
28,2340,399
26,-157,60
26,1028,431
54,52,184
29,7836,155
52,-309,500
50,3374,27
44,168,167
37,121,89
39,2453,92
28,940,296
29,613,779
47,0,563
38,1403,146
35,250,92
40,-108,149
48,7,354
47,4923,121
40,20,106
41,5736,136
26,-859,297
25,1782,549
28,1331,267
35,2228,461
38,435,117
29,732,409
23,299,104
55,136,15
61,50,216
36,2022,71
48,237,18
42,625,651
45,377,835
41,246,683
45,870,258
43,682,156
27,61,1012
45,-198,130
44,148,311
42,923,129
47,176,91
37,5700,49
39,1473,112
45,3388,36
39,1046,112
25,-191,958
38,1686,9
34,6053,26
41,2184,91
57,789,2635
49,1115,138
46,341,318
49,226,326
58,2445,1403
50,0,179
43,6835,262
41,4178,168
37,1818,193
53,208,333
45,0,50
43,-19,241
37,2685,187
56,1062,37
50,17,189
59,602,89
53,0,101
36,408,112
36,2562,489
41,143,141
56,-1968,60
39,610,241
50,89,35
50,-141,61
50,29,135
38,3054,24
46,4064,62
57,887,43
57,570,75
52,5614,177
49,912,170
57,2266,42
35,2830,22
50,480,99
56,438,139
54,-51,198
39,4899,394
60,2868,42
28,103,41
45,360,98
52,1624,114
56,52,191
37,2209,167
30,34,238
41,1273,73
51,37,206
59,6955,179
39,490,44
56,1860,129
41,3135,160
50,67,156
57,0,512
36,1173,50
38,2978,65
32,1873,23
58,4015,106
38,746,256
48,7,633
42,1002,109
56,337,99
40,746,246
56,770,59
60,662,241
36,1736,63
37,847,54
46,3494,87
59,-162,122
43,519,973
46,4,166
56,3,111
43,1794,35
51,806,32
46,0,625
55,0,124
58,683,157
60,1690,1467
53,2057,134
53,472,325
38,15477,114
48,5320,792
50,261,155
35,250,170
45,1006,124
38,0,111
49,443,25
35,1465,40
57,1054,25
47,194,368
40,2135,95
44,522,911
53,1777,253
59,279,41
55,0,398
56,4365,361
45,550,97
31,224,20
49,1119,493
42,297,65
45,4994,48
26,-46,382
40,224,606
46,457,74
52,1697,153
52,2269,1210
50,396,716
42,0,158
54,2281,158
48,0,139
57,9689,313
43,0,273
44,-1746,218
43,1517,45
52,1545,115
43,0,280
35,165,109
51,0,179
42,61,115
44,-254,25
56,310,75
42,3717,235
38,933,95
35,347,231
41,24055,132
47,1917,39
44,2886,31
50,-1137,64
54,386,838
38,1604,1276
43,584,27
39,759,100
43,1,188
58,5523,141
44,0,144
57,468,329
57,0,45
40,5807,98
44,179,75
44,10984,258
40,109,402
54,1463,60
40,1876,269
56,0,422
37,1038,307
57,9311,485
50,0,174
57,9103,1098
30,457,115
43,126,351
46,0,62
41,0,89
43,0,113
49,923,471
36,1355,256
55,5,108
41,167,48
38,1005,76
35,14,35
55,1735,375
47,287,63
52,0,166
41,-206,342
36,0,332
56,878,123
53,-223,160
57,1466,326
56,3164,245
44,2400,82
40,408,37
41,0,95
47,2559,374
36,977,172
45,0,74
57,27069,174
48,3260,111
56,665,109
46,296,205
56,0,471
27,-48,168
38,0,211
25,-306,534
37,43,250
41,-771,343
42,-215,1573
56,549,181
47,302,89
28,-494,232
49,557,126
56,5879,237
51,3045,208
60,196,583
50,1098,174
36,7123,26
52,1500,109
51,1295,288
43,672,14
20,-322,73
36,44,11
47,1111,415
39,470,44
53,3975,23
38,348,446
29,908,1663
60,4722,459
43,506,398
47,1694,560
55,16,64
42,-9,248
39,80,124
51,495,154
57,-92,1617
39,-251,421
60,1393,591
47,1121,454
57,5,165
37,1549,161
40,0,618
38,293,70
41,2067,120
36,207,1478
47,33,14
56,475,110
46,101,40
40,188,570
36,0,519
44,251,14
59,544,67
54,515,825
41,-319,263
38,2885,1422
45,186,554
34,490,55
39,4168,172
37,142,553
38,9669,15
56,954,81
39,127,150
44,2237,125
38,3419,324
47,-57,93
36,0,156
32,2326,62
55,2074,19
42,396,47
49,2,16
52,-107,134
31,1361,176
48,10724,238
50,2812,17
43,177,9
30,685,25
45,904,14
42,161,365
39,12,210
43,377,11
37,0,12
36,1313,8
37,3728,55
36,79,9
59,0,13
35,273,28
54,1241,17
54,1323,47
37,3876,8
56,3643,11
45,1557,158
58,741,81
39,3832,14
38,155,25
45,5163,9
42,494,154
37,1779,34
39,1654,264
46,12186,29
52,2206,20
42,0,85
47,505,152
24,126,10
52,911,29
38,1113,34
34,0,34
29,-498,17
49,3394,14
37,3075,29
53,6859,32
56,0,134
47,2820,92
48,0,26
33,13494,27
40,258,14
47,44,15
38,530,17
44,1286,268
38,258,587
42,4800,10
46,974,652
31,813,16
36,760,9
51,-265,435
41,1498,10
51,325,123
35,118,12
50,1088,179
53,77,13
55,11,14
48,71,524
57,1168,74
48,2677,23
41,0,850
42,-56,126
24,39,15
52,649,7
53,-214,49
47,2515,40
36,853,15
53,57,4
37,1483,32
60,2166,8
51,1550,12
47,12276,77
47,3556,130
52,64,9
36,1573,17
52,280,8
38,-522,18
51,3984,7
48,1876,11
37,146,16
43,-312,26
56,0,39
42,1430,16
52,-297,11
43,819,285
37,5052,37
43,-59,205
36,976,408
33,0,27
29,142,312
38,6209,46
42,3253,18
46,0,1023
40,-283,253
41,188,10
43,985,51
37,344,407
45,3854,10
52,0,9
44,456,110
49,947,808
38,6999,11
38,-627,176
46,3390,152
51,4655,44
45,625,13
41,15,13
46,5464,79
52,3421,212
57,1592,78
50,213,87
43,740,585
43,-41,8
42,671,10
55,1539,65
47,1855,129
55,241,14
38,1409,9
55,4777,12
53,4601,100
56,9246,143
31,1016,9
31,356,228
39,9716,86
45,655,693
35,2672,8
36,1132,258
39,6512,16
52,765,27
39,3,12
39,378,17
50,537,11
38,2685,22
60,651,155
59,2814,81
39,2765,116
36,449,136
57,316,8
40,142,14
39,1062,10
41,1588,10
27,553,157
46,7318,11
55,166,84
36,563,10
43,-879,199
54,3233,17
43,0,804
60,3895,28
58,0,241
51,1069,27
57,8403,11
42,1601,23
51,604,43
55,1276,8
34,455,372
36,129,200
56,277,9
29,1422,29
32,1804,73
32,209,8
39,281,78
53,797,14
35,322,590
49,6138,100
36,682,13
49,4134,40
47,643,18
45,1577,16
30,157,74
43,445,196
24,867,546
49,1669,34
41,1147,17
44,5597,27
54,22,23
41,306,102
53,3166,14
30,-1049,160
40,1400,20
58,0,22
40,4,287
39,-1002,9
37,0,26
53,1287,12
57,1794,13
60,2058,48
35,1256,26
44,-312,22
58,324,13
47,480,9
42,832,13
58,1697,55
44,10,52
49,-106,10
38,5,14
44,5078,17
39,1022,20
36,6,41
54,1021,13
59,2443,8
54,153,7
53,1126,92
47,1105,180
53,3765,1094
41,0,267
39,376,160
42,2980,101
50,536,75
45,0,8
28,311,23
51,2685,78
23,-19,13
54,901,7
45,11285,13
26,715,31
38,455,36
54,827,294
36,622,55
52,1860,496
44,786,15
40,405,87
35,996,17
43,2968,30
52,1750,39
48,1401,72
50,4861,61
49,325,63
32,2526,25
37,-456,42
45,845,76
38,1315,23
46,137,252
60,703,24
54,1033,152
56,3129,33
45,14902,31
38,3190,20
45,1515,14
53,4,19
38,1679,21
44,961,314
53,111,39
58,703,37
42,0,34
50,278,250
36,530,221
42,548,216
50,570,21
41,4684,30
51,6298,14
53,0,94
45,4,709
50,901,8
44,1823,43
40,10786,111
39,32,8
46,83,38
42,0,19
35,3083,274
40,1009,1036
52,945,16
56,361,247
37,-475,27
58,728,112
44,13054,23
33,-111,12
46,1489,375
39,0,10
58,1231,21
29,507,20
53,4086,14
43,1451,11
42,21,9
38,6360,1409
56,733,21
41,2031,7
35,883,18
42,525,10
56,2561,13
47,2394,61
37,3715,6
59,4639,24
46,2944,20
47,2155,178
34,2926,90
35,1772,19
45,1783,11
41,387,114
49,-190,11
58,2270,24
39,122,44
35,-12,714
37,1609,10
43,98,185
40,1,18
40,260,197
50,0,26
40,95,61
35,2316,8
45,-160,15
42,738,20
44,1239,39
41,1309,28
33,45,13
30,4,7
26,1275,18
45,1269,55
38,503,13
58,247,66
37,523,35
25,94,22
47,780,447
52,2276,83
36,425,11
52,2816,492
45,302,36
56,575,18
54,2508,34
35,344,11
36,-718,11
48,0,9
40,238,6
36,904,10
36,873,44
51,1348,9
30,-250,11
40,67,70
47,18,12
46,-49,10
28,-267,86
45,3492,46
39,861,32
56,778,32
60,1472,36
53,-491,124
56,5769,15
51,1377,9
46,2115,10
45,-35,145
39,-218,8
39,10236,10
45,2098,81
35,306,12
25,3856,16
40,1558,44
40,925,22
38,0,152
45,736,13
47,0,51
57,274,41
35,1529,20
47,866,7
57,573,53
48,607,29
42,-1613,9
44,2657,202
36,1237,310
41,0,204
60,17339,50
49,4846,638
45,112,298
36,4145,988
29,1661,123
27,-27,498
26,-122,670
26,490,82
22,4659,53
25,-350,95
29,-580,123
58,0,598
56,1363,54
55,77,364
55,1420,655
47,2716,339
43,149,662
46,1400,25
48,940,216
40,-1036,41
34,1,165
42,360,110
33,350,137
36,20,62
55,5804,56
42,341,790
36,56,481
60,1046,32
44,107,183
48,2288,114
50,1318,146
42,1343,404
25,52,528
31,1197,351
53,0,51
53,3815,237
35,8652,103
53,21522,146
25,0,347
29,214,372
57,711,411
49,57,151
59,-91,157
50,-253,43
46,25,167
50,-94,75
58,2592,249
34,1,53
47,-468,268
57,37,259
51,-1136,155
34,1,247
47,80,100
42,-266,322
39,0,93
47,-835,231
46,129,75
58,314,67
42,-15,71
56,594,151
40,0,91
31,3242,292
29,0,281
42,433,375
43,720,168
38,-140,456
45,400,103
41,381,305
29,42,91
47,0,622
37,3759,650
40,0,178
34,0,465
50,0,626
36,74,322
32,159,177
27,335,519
32,328,271
60,1349,198
30,526,677
52,-1,138
57,35,215
48,341,251
28,702,318
49,-53,253
43,2279,344
28,282,301
44,-153,197
36,2103,71
42,160,190
52,192,93
30,1881,29
54,8289,133
46,157,150
22,-295,150
41,303,182
36,367,277
28,196,176
25,681,105
51,0,565
45,71,138
26,-266,667
55,43,464
28,-7,3183
32,130,406
35,24,243
40,72,110
55,6207,113
55,625,48
47,0,174
35,4294,529
25,6100,45
34,5299,75
27,-413,422
32,187,381
32,-241,856
47,1160,59
44,-618,198
27,594,433
53,931,159
30,1487,207
32,291,120
29,-722,121
57,-418,95
30,62,213
32,7,110
53,0,747
26,1128,111
21,820,302
43,544,154
57,85,194
50,877,181
55,2,392
58,65,162
25,373,634
57,-238,79
30,1131,148
39,0,103
55,700,141
56,382,244
33,837,250
54,255,140
49,-1680,92
28,4,133
46,4,216
51,84,269
42,23,397
60,95,244
31,-423,135
34,2019,102
29,11,326
51,144,153
60,78,151
60,109,349
56,0,291
52,2430,185
41,2970,169
24,11,114
55,-79,293
34,-478,111
36,283,56
34,89,101
24,653,247
37,597,96
40,59,322
39,324,182
34,-868,198
52,798,123
56,-65,45
27,511,85
41,509,146
36,2239,93
49,2169,54
26,-72,82
42,145,27
51,-101,60
37,1309,124
49,12,217
50,3988,165
28,-395,141
35,1526,138
47,323,385
33,740,266
45,624,50
38,116,203
34,0,780
49,230,176
37,0,202
45,-342,158
44,0,76
33,276,224
55,0,111
56,3082,444
40,220,69
27,1128,88
57,0,104
39,-54,252
49,2062,132
34,66,450
59,49,602
41,138,136
30,365,381
44,10,158
41,75,479
31,652,281
49,503,297
35,251,128
39,971,471
51,-20,58
39,-106,60
35,871,108
54,9,140
59,0,249
57,53,215
39,3,625
29,33,161
40,84,428
43,13,119
41,1,117
45,-302,80
60,0,36
31,-90,173
59,6,292
59,358,183
29,1357,200
49,935,150
47,145,163
32,0,122
35,0,55
52,935,86
30,49,359
43,91,110
45,-249,92
28,415,86
41,7264,125
38,-585,196
31,43,484
29,392,135
29,975,56
33,205,156
40,-27,221
26,-70,1992
41,-147,130
31,84,143
53,173,157
45,2099,333
58,374,420
37,0,1135
47,47,224
55,-180,307
44,27,723
27,158,650
31,394,660
22,280,63
30,1717,218
51,-28,220
35,907,97
29,101,143
31,824,32
35,28,159
48,0,44
30,0,95
45,52,79
45,-584,306
50,-15,71
35,527,348
41,0,203
37,0,372
38,70,199
50,830,60
35,-51,134
44,1,108
34,0,193
32,-255,957
41,-81,83
33,288,343
45,-25,158
27,585,269
37,29,269
37,606,375
54,-165,202
26,549,149
45,-705,111
54,0,188
58,166,211
50,5,24
51,0,109
27,2,472
29,145,452
29,84,587
44,701,269
39,3,206
55,85,228
33,285,267
48,474,414
49,126,60
35,-400,85
57,91,256
53,0,172
58,0,84
34,46,412
52,51,88
56,20,130
34,-346,115
35,1659,197
30,0,88
48,31,154
50,-221,90
44,303,51
38,304,131
40,1155,251
44,222,89
33,1038,108
29,695,97
51,-800,203
57,47,326
35,2,88
61,313,42
52,184,92
33,114,676
59,140,239
47,-187,652
37,-244,178
49,1807,122
60,241,100
51,60,93
47,-149,504
40,-313,251
38,93,515
54,42,389
45,-179,155
47,1156,74
34,277,225
54,-488,172
56,938,202
57,253,230
42,506,277
34,0,746
27,-435,935
51,0,167
30,-130,194
44,978,385
33,0,1106
36,88,124
56,94,121
44,1080,566
31,365,257
47,321,111
48,-19,270
31,144,43
39,192,433
30,0,71
30,656,523
31,223,49
49,-37,191
26,128,355
34,173,31
36,75,52
31,-36,64
25,115,60
42,1156,62
32,335,99
32,-59,192
36,644,133
46,655,68
31,-322,208
37,487,30
26,-401,246
36,2637,219
31,33,165
35,0,105
30,5956,538
36,59,100
24,-346,164
26,115,46
27,243,253
59,153,133
36,0,584
28,1143,260
31,46,126
35,0,121
37,1265,101
59,-110,195
32,-28,400
40,13,178
29,-102,134
41,6618,104
25,34,316
34,183,88
37,1210,742
26,-333,692
36,678,85
56,1347,678
29,2802,840
31,-27,96
57,156,106
30,218,137
28,934,53
45,184,89
26,36,502
51,328,203
50,453,608
45,8,407
37,60,426
29,339,1576
31,134,468
44,1697,150
48,19,327
53,207,212
26,177,235
61,-492,333
27,35,255
54,466,297
43,105,668
31,19,65
27,126,436
28,-127,1044
50,1329,141
29,343,39
25,192,112
38,43,135
36,-272,53
32,4805,138
44,1146,178
37,380,548
48,1355,134
30,215,95
54,187,273
36,0,304
33,555,425
34,295,64
28,-116,276
33,4385,92
30,137,407
34,296,147
35,534,148
44,93,125
36,-27,151
49,-157,491
55,49,494
51,216,615
51,1421,152
38,222,164
59,1728,575
54,5253,17
43,47,316
60,2648,148
34,0,160
31,-182,181
43,-313,89
53,465,111
47,25,142
59,147,119
39,551,107
56,58,227
41,650,149
41,1618,134
60,-63,1434
58,4850,179
56,409,176
36,0,63
39,1007,86
46,312,113
58,820,200
52,3369,196
41,841,250
59,-1336,450
35,634,185
43,0,75
50,9301,136
49,486,229
51,34,200
39,506,718
38,1444,139
30,0,161
41,923,141
45,-44,256
54,413,39
47,3531,49
53,243,66
41,484,321
42,213,434
33,170,782
34,-236,118
54,1613,128
37,555,104
59,1914,126
38,2220,87
27,450,107
59,553,1272
31,92,401
42,0,64
45,1805,758
37,1523,316
42,3407,277
40,254,107
42,11,111
27,1609,360
45,1447,461
43,27,412
41,125,244
47,0,240
47,1797,62
44,2,46
46,2911,41
40,1395,122
33,522,559
36,776,722
25,0,64
45,879,621
27,266,232
43,29,259
37,1633,629
47,12245,1103
48,666,317
30,-134,61
35,0,126
59,1247,66
46,926,385
43,-796,190
52,493,61
37,343,74
45,268,96
54,92,86
28,0,94
42,6573,56
44,182,209
57,1143,69
46,4044,326
27,77,497
51,1327,21
29,488,223
57,0,236
59,23,66
57,808,274
26,-236,459
36,-274,217
35,12,289
40,-1,173
51,505,130
45,88,332
33,777,263
39,366,166
43,460,94
60,3427,169
28,332,385
46,967,248
56,21,118
32,2559,889
32,1604,625
34,-2,199
30,0,240
51,505,199
29,0,158
35,2110,39
29,0,256
31,1,174
40,0,161
29,57,461
44,398,187
32,-1139,201
36,537,206
40,351,139
37,0,643
45,-57,262
55,3068,44
39,2319,84
25,437,121
41,879,60
34,232,130
37,-117,106
51,3003,149
35,0,480
49,-167,51
28,909,532
26,428,575
27,54,72
45,-176,574
34,564,445
27,221,554
35,35,129
48,8,46
33,149,254
31,475,226
40,29,118
56,977,1200
29,161,295
40,492,125
35,0,78
30,40,174
59,13718,107
34,205,309
26,123,209
31,0,57
58,2146,206
35,63,243
27,-428,451
52,-1014,154
38,-228,162
30,-42,86
25,218,448
57,282,261
29,123,151
48,14,120
29,247,199
31,-6,94
38,216,97
29,-28,531
40,326,112
31,119,80
34,69,41
29,707,210
44,-227,153
41,1085,599
34,368,2201
35,25,236
43,-132,532
59,1265,849
46,700,136
55,82,500
41,1529,61
59,623,212
39,-241,337
26,278,1467
33,1834,117
32,-398,387
41,0,353
29,-597,500
31,16,387
37,10,162
50,-79,70
27,338,535
47,-50,175
47,-239,973
47,333,141
51,867,422
57,-37,354
44,0,835
51,1392,511
28,-196,209
41,0,166
30,269,1165
25,913,113
32,-267,98
40,193,190
31,78,104
30,85,88
25,111,316
45,226,211
49,-354,455
32,212,830
52,9444,271
35,14,167
60,468,108
33,-15,326
43,1530,91
42,1133,375
50,680,457
33,329,227
42,473,216
26,-8019,299
25,226,366
26,383,238
39,1,281
39,27,290
31,49,234
52,1023,107
28,1507,92
46,3969,46
28,198,159
54,0,97
45,55,112
58,124,293
42,419,88
34,-72,273
50,0,152
59,3372,87
56,58932,339
58,-354,98
31,-513,124
58,916,244
25,402,264
32,22,280
38,433,116
33,1326,164
37,147,25
38,76,196
31,1598,36
52,497,277
27,145,95
25,0,116
31,383,305
35,1361,15
28,-1270,237
29,-305,263
33,2284,210
39,0,333
47,-594,100
39,18,75
50,1717,416
50,387,221
49,96,51
44,5038,199
28,1581,576
31,8,340
47,1152,260
30,101,187
29,218,255
51,720,160
44,0,96
43,-213,543
44,300,182
41,-396,104
59,55,13
49,766,150
31,9,167
50,223,264
33,0,224
58,853,317
36,1346,74
35,122,179
30,52,422
27,1659,447
35,126,371
53,143,122
35,1688,41
60,-108,79
27,102,159
54,203,238
48,252,261
40,-626,140
26,6,360
38,0,500
31,76,146
46,14,407
27,1117,416
53,1086,112
40,-23,756
43,128,122
37,897,339
31,-367,352
28,-228,164
43,8,245
28,619,327
47,24,95
43,42,285
57,-40,88
58,282,78
25,267,422
31,726,719
47,50,167
43,1926,89
27,379,269
45,4688,112
31,256,28
33,-805,208
31,-2,221
32,473,624
41,175,252
31,-407,230
30,148,482
44,-24,564
28,305,625
31,2,53
36,-308,279
25,3,136
25,-55,242
27,52,185
60,1573,79
36,-395,9
49,4140,205
25,495,131
46,74,15
50,92,192
50,5,118
33,568,219
42,4314,214
30,312,188
42,24,262
28,54,226
34,412,164
33,-139,290
26,-306,342
29,210,140
28,551,161
32,31,259
45,0,47
59,184,163
46,562,491
32,2102,220
44,193,104
26,5,54
53,66,141
46,-169,109
35,2643,259
56,12,226
60,75,183
36,-257,24
29,170,216
60,-85,58
55,979,123
27,136,146
33,-258,362
33,99,159
55,150,124
28,476,306
28,226,191
26,-378,165
31,296,509
39,1661,431
26,122,160
27,-90,175
42,1322,178
42,-272,186
34,-133,395
32,2,143
35,0,201
33,-627,740
52,-468,534
30,0,320
25,1098,425
34,191,59
45,-605,208
27,-400,290
36,68,85
51,38,31
26,291,393
32,2,82
58,264,523
57,1029,203
56,87,136
58,1457,144
25,-220,152
34,-97,119
27,0,732
29,1274,136
36,128,733
46,3,85
32,642,524
55,137,377
28,455,286
26,-35,304
39,230,106
55,51,102
33,-54,42
29,7,240
45,12389,711
25,2,288
55,22,215
32,-197,99
25,0,238
28,144,136
34,-480,225
26,350,367
56,175,188
26,551,531
33,621,217
55,197,256
25,0,634
38,-14,124
27,87,260
58,-230,133
25,101,460
42,1556,113
40,-45,166
30,139,1046
26,-90,240
58,-509,239
59,830,116
48,1106,265
59,136,176
34,-199,130
53,-834,130
42,-283,96
25,218,272
25,1923,71
28,2736,705
41,26,428
45,-688,106
29,50,185
25,314,455
51,564,187
26,33,253
27,1007,154
39,87,114
30,-145,154
25,-44,201
29,0,574
39,130,202
27,0,46
28,1294,401
38,338,191
60,280,291
26,74,362
42,2699,92
51,3604,287
30,1177,220
25,102,574
42,-150,249
28,2322,82
33,1248,359
54,3,443
42,478,165
44,26,190
31,229,186
56,51439,325
28,510,1767
32,252,145
55,67,267
31,731,188
35,148,199
26,68,141
40,143,167
33,870,545
25,4280,148
28,517,681
41,120,489
37,33,483
59,3540,165
57,2137,132
34,28,245
54,-547,156
50,-315,173
52,786,310
59,1,214
33,37,1082
53,0,206
26,8303,143
45,854,730
56,-273,119
41,-692,125
35,28,259
55,971,154
28,3694,70
60,1141,211
35,793,163
51,35,123
36,30,716
34,280,86
33,0,116
30,2261,250
35,46,338
56,307,175
56,306,212
49,13229,77
41,-3,413
57,4442,97
33,1,135
29,-478,528
36,356,361
29,290,293
45,1343,220
26,81,803
51,272,217
46,2775,188
29,359,604
52,288,159
45,3493,498
30,1249,220
33,0,285
29,0,231
36,5,305
60,598,96
35,790,221
33,0,454
36,795,215
28,1296,764
39,188,163
36,0,121
43,-392,185
47,0,297
25,628,266
34,233,303
60,725,266
25,0,112
52,414,424
30,4,61
38,1508,306
54,175,1027
31,152,831
29,-32,510
37,277,338
28,882,107
51,415,210
55,477,138
52,380,58
55,-246,305
25,142,312
34,-2,283
59,96,55
28,-126,360
58,279,327
45,146,216
60,49,76
29,9,202
55,1221,108
54,1063,194
34,434,165
27,108,141
50,1293,82
38,10,84
52,3554,89
59,439,136
49,1838,203
44,0,54
35,57,632
28,81,158
43,328,192
31,4,144
42,2476,251
28,1252,319
38,0,635
52,0,584
57,75,157
30,307,117
27,167,606
28,19,78
31,-329,119
32,-299,192
40,2840,1720
45,1477,355
38,0,452
52,350,460
56,663,819
31,485,447
42,-29,294
32,0,63
35,629,518
37,89,336
45,-243,171
58,913,326
30,57,55
48,-509,302
28,31,323
54,-16,346
36,110,291
41,-329,426
25,86,483
33,969,107
49,1040,474
39,7711,289
30,137,517
59,468,71
54,758,554
57,5,96
60,0,59
32,-1,228
29,640,150
27,-59,154
26,102,658
41,17,117
26,0,362
40,1011,145
26,370,1061
47,-107,236
36,2309,268
57,0,237
51,313,378
60,164,171
41,19,514
26,-128,392
34,123,218
29,-37,21
54,8,116
27,5262,201
35,329,520
59,1726,137
30,77,82
25,189,687
47,-406,243
27,202,212
45,857,49
28,420,65
45,0,376
36,-74,476
37,128,379
32,191,141
44,1139,155
27,-110,90
25,224,17
30,245,187
26,158,416
39,1551,389
27,-151,283
41,-516,554
28,283,22
42,-1,38
41,97,212
26,16,249
29,313,227
44,5068,256
55,859,153
49,0,120
34,567,241
27,13,103
56,339,114
60,874,861
59,21,127
59,302,250
32,61,529
28,-469,244
58,136,199
41,232,104
49,177,191
47,1890,161
43,48,89
46,-121,214
56,61,75
33,6,1111
52,4873,99
34,145,183
32,4,173
32,123,329
30,374,225
47,125,210
49,884,201
57,10,320
42,0,1011
52,49,280
38,618,184
27,154,75
32,611,353
36,199,183
43,0,134
58,941,254
34,1,394
40,275,139
38,121,80
34,31,53
44,-948,129
44,773,618
47,0,250
31,1,82
41,112,158
57,950,1272
53,673,182
50,20,95
46,152,72
44,233,150
42,0,98
43,0,132
37,1003,259
48,719,205
56,278,261
44,6350,323
26,111,537
35,1994,64
35,0,42
28,25,618
54,4816,406
36,56,183
28,150,112
35,332,199
53,0,296
60,2270,206
33,117,133
35,616,317
39,628,97
53,888,128
46,118,296
41,532,74
46,-591,126
33,0,389
50,0,99
30,5,99
52,3440,194
46,990,420
45,452,96
57,2,138
45,702,110
41,0,55
41,351,175
51,-201,153
50,1572,185
59,170,62
44,266,72
49,167,51
26,25,94
45,-100,93
34,-1,272
34,-154,295
50,38,42
36,281,225
30,0,127
54,-22,85
44,438,42
45,2020,55
59,133,206
40,665,781
45,0,113
59,6,275
56,787,92
40,1247,157
45,5758,16
53,-165,89
53,-626,205
33,0,128
30,1090,65
35,2355,515
27,387,194
60,838,147
35,1,112
33,191,25
45,4855,285
42,634,61
31,272,174
51,-267,42
52,0,1486
34,0,130
56,24,44
40,0,145
43,173,238
44,1206,160
37,214,645
36,3043,254
43,0,1242
58,776,990
37,8,64
31,1023,219
55,283,115
47,690,113
53,-286,126
41,1583,662
49,0,625
40,4,189
43,-2,124
41,4488,321
30,6,102
36,264,482
43,-754,727
28,1950,147
35,218,127
36,47,36
44,368,73
43,-410,189
34,0,127
54,0,130
60,19447,196
39,1045,290
48,-205,112
46,917,389
33,0,310
41,-426,294
59,-114,611
34,0,62
29,492,259
25,0,160
40,-253,177
35,2682,156
28,241,275
39,416,427
57,140,143
44,381,92
53,320,175
45,4693,148
37,247,366
31,0,138
42,808,121
60,681,337
31,1,236
43,140,52
48,788,36
35,2361,90
29,0,426
44,1808,127
54,621,180
57,976,98
55,101,111
37,0,90
41,557,72
45,1028,113
57,323,54
35,6997,1121
42,0,236
52,324,81
34,0,628
43,75,118
60,2150,119
57,65,171
32,216,71
34,475,1156
44,142,668
31,933,134
35,734,128
28,441,171
41,231,76
45,335,89
35,0,277
46,4,78
28,404,188
39,687,869
52,0,197
33,-384,125
54,-182,98
38,327,556
39,750,175
39,4380,87
49,-120,100
42,704,31
39,-388,205
50,1457,167
57,389,108
45,1097,180
42,-422,31
56,-160,96
59,625,133
40,105,161
46,375,130
56,122,145
37,1146,80
39,3324,108
40,22,145
48,113,532
32,187,91
42,380,124
33,127,279
35,113,143
30,1210,100
39,1751,178
52,32,103
25,959,144
39,1070,71
37,865,332
48,425,693
43,3872,225
47,0,289
44,0,224
32,68,224
33,383,125
44,145,672
31,418,219
45,-288,192
33,0,160
25,281,173
52,-1112,94
51,804,176
44,262,74
35,670,378
59,3800,70
48,124,294
51,260,183
29,1958,643
54,231,203
48,469,313
30,214,364
30,350,171
34,1,290
56,778,659
56,343,77
40,252,140
49,0,87
39,-176,176
38,-257,458
51,3180,384
28,368,174
45,942,295
34,81,90
26,1101,206
36,6404,304
32,0,49
34,49,181
49,0,106
34,550,601
59,-869,113
35,-258,219
29,-223,208
31,203,359
51,1432,388
37,0,397
42,0,431
51,104,71
30,1,347
43,13,977
49,66,218
27,282,676
27,0,240
33,0,83
35,364,247
52,98,271
50,-75,233
59,370,425
33,437,293
41,1249,391
47,424,432
46,6253,411
37,512,61
26,-119,359
32,57,530
58,3884,399
53,-139,328
39,1385,446
33,636,211
52,0,266
31,-147,263
26,818,226
37,982,231
35,13,364
52,0,60
38,633,171
42,0,137
35,153,593
58,0,148
